#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
46092  36.750 -122.030 2014 06 17 01 12  MM   8.0    MM   MM  MM   MM  MM 1013.4  -0.4  13.1  13.6    MM   MM     MM
46094  44.633 -124.303 2014 06 17 01 00 310   4.0    MM   MM  MM   MM  MM     MM    MM  13.0    MM    MM   MM     MM
46114  36.717 -122.350 2014 06 17 01 38  MM    MM    MM  1.7   8  6.1 313     MM    MM    MM  13.3    MM   MM     MM
46126  53.951 -166.602 2014 06 17 01 45 290   8.0  13.0  0.1  MM   MM  MM 1011.5    MM   7.1   7.6    MM   MM     MM
46131  49.906 -124.985 2014 06 17 01 00 360   7.0   8.0  0.3   3   MM  MM 1011.3  -0.3  18.2  16.7    MM   MM     MM
46132  49.738 -127.931 2014 06 17 00 00 300  12.0  14.0  2.0  10   MM  MM 1014.6  +0.0  12.0  11.2    MM   MM     MM
46145  54.366 -132.417 2014 06 17 01 00 290   5.0   6.0  1.1   8   MM  MM 1017.2  -0.2  10.9  10.7    MM   MM     MM
46146  49.340 -123.727 2014 06 17 01 00 200   1.0   2.0  0.2   3   MM  MM 1012.0  -0.1  11.9  17.7    MM   MM     MM
46147  51.828 -131.225 2014 06 17 01 00 310   4.0   5.0  1.4   9   MM  MM 1017.8  +0.1  11.9  11.2    MM   MM     MM
46181  53.833 -128.831 2014 06 17 01 00 220   5.0   6.0  0.1   2   MM  MM 1013.4  -0.5  17.8  17.1    MM   MM     MM
46183  53.617 -131.105 2014 06 17 01 00 350   4.0   5.0  0.4   3   MM  MM 1016.7  -0.4  12.0  11.8    MM   MM     MM
46184  53.915 -138.851 2014 06 17 01 00 160  12.0  14.0  1.7   5   MM  MM 1012.6  -2.5  10.9  10.5    MM   MM     MM
46185  52.425 -129.792 2014 06 17 01 00 320   7.0   8.0  0.9   5   MM  MM 1016.5  +0.4  12.9  13.1    MM   MM     MM
46205  54.165 -134.283 2014 06 17 01 00 220   3.0   4.0  1.2   8   MM  MM 1017.8  -0.3  11.9  12.5    MM   MM     MM
46206  48.835 -125.998 2014 06 17 01 00 300   8.0  10.0  1.9   6   MM  MM 1014.3  +0.7  12.3  12.0    MM   MM     MM
46207  50.874 -129.916 2014 06 17 01 00 310   6.0   7.0  1.8   9   MM  MM 1017.9  +0.4  12.4  12.9    MM   MM     MM
46208  52.515 -132.693 2014 06 17 01 00 310   5.0   6.0  1.4   8   MM  MM 1018.0  +0.1  12.0  12.3    MM   MM     MM
46211  46.858 -124.244 2014 06 17 01 43  MM    MM    MM  1.6   8  6.0 285     MM    MM    MM  13.1    MM   MM     MM
46214  37.946 -123.469 2014 06 17 01 56  MM    MM    MM  2.9   7  6.0 322     MM    MM    MM  11.2    MM   MM     MM
46215  35.204 -120.859 2014 06 17 01 35  MM    MM    MM  1.2   7  5.5 290     MM    MM    MM  15.3    MM   MM     MM
46216  34.333 -119.803 2014 06 17 01 12  MM    MM    MM  1.4   6  4.7 258     MM    MM    MM  16.4    MM   MM     MM
46217  34.167 -119.435 2014 06 17 01 37  MM    MM    MM  1.7   6  4.8 267     MM    MM    MM  16.6    MM   MM     MM
46218  34.458 -120.782 2014 06 17 01 59  MM    MM    MM  1.8   8  5.8 316     MM    MM    MM  14.4    MM   MM     MM
46221  33.855 -118.633 2014 06 17 01 55  MM    MM    MM  1.1   5  4.4 285     MM    MM    MM  19.0    MM   MM     MM
46222  33.618 -118.317 2014 06 17 01 03  MM    MM    MM  0.8   6  4.5 269     MM    MM    MM  18.9    MM   MM     MM
46223  33.459 -117.767 2014 06 17 01 37  MM    MM    MM  0.9   7  6.1 279     MM    MM    MM  20.6    MM   MM     MM
46224  33.179 -117.471 2014 06 17 01 42  MM    MM    MM  0.7  13  6.4 193     MM    MM    MM  20.6    MM   MM     MM
46229  43.767 -124.549 2014 06 17 01 56  MM    MM    MM  1.9   8  6.8 312     MM    MM    MM  13.3    MM   MM     MM
46231  32.747 -117.370 2014 06 17 01 29  MM    MM    MM  1.1   7  6.2 277     MM    MM    MM  20.4    MM   MM     MM
46232  32.530 -117.431 2014 06 17 01 33  MM    MM    MM  1.0  10  6.2 277     MM    MM    MM  20.3    MM   MM     MM
46236  36.761 -121.947 2014 06 17 01 52  MM    MM    MM  1.5   8  4.7 293     MM    MM    MM  13.1    MM   MM     MM
46237  37.786 -122.634 2014 06 17 02 01  MM    MM    MM  1.7   7  5.1 285     MM    MM    MM  13.6    MM   MM     MM
46239  36.342 -122.102 2014 06 17 01 59  MM    MM    MM  2.0   8  6.0 317     MM    MM    MM  12.4    MM   MM     MM
46240  36.626 -121.907 2014 06 17 01 51  MM    MM    MM  0.8   8  4.8 332     MM    MM    MM  14.1    MM   MM     MM
46243  46.215 -124.129 2014 06 17 01 46  MM    MM    MM  1.6  11  6.2 287     MM    MM    MM  14.3    MM   MM     MM
46244  40.888 -124.356 2014 06 17 01 51  MM    MM    MM  1.6   8  5.5 323     MM    MM    MM  11.5    MM   MM     MM
46246  49.904 -145.243 2014 06 17 00 14  MM    MM    MM  2.2   8  5.8 256     MM    MM    MM  10.6    MM   MM     MM
46248  46.133 -124.645 2014 06 17 01 51  MM    MM    MM  2.4  11  6.4 313     MM    MM    MM  13.6    MM   MM     MM
46251  33.762 -119.552 2014 06 17 01 39  MM    MM    MM  1.6   5  5.0 292     MM    MM    MM  18.1    MM   MM     MM
48400  50.13  -144.81  2014 06 17 01 00 220  10.8    MM   MM  MM   MM  MM     MM    MM  12.1    MM    MM   MM     MM
51000  23.546 -154.056 2014 06 17 01 50  50   7.0   8.0   MM  MM   MM  MM 1023.7  -0.6  19.1  19.9    MM   MM     MM
51003  19.018 -160.582 2014 06 17 01 50  60   5.0   6.0  1.8   9  5.8  MM 1014.3  -0.9  25.9  26.9    MM   MM     MM
51100  23.558 -153.900 2014 06 16 23 50  80   8.0  10.0   MM  MM   MM  MM 1017.3  -0.7  24.3  25.8    MM   MM     MM
51101  24.321 -162.058 2014 06 17 01 50  60   8.0  10.0  2.0   9  6.0 101 1017.3  -0.9  24.7  25.4  19.2   MM     MM
51201  21.669 -158.120 2014 06 17 01 52  MM    MM    MM  1.3   8  5.6  41     MM    MM    MM  26.3    MM   MM     MM
51202  21.414 -157.679 2014 06 17 01 37  MM    MM    MM  1.7   9  5.7  50     MM    MM    MM  26.1    MM   MM     MM
51204  21.281 -158.124 2014 06 17 01 56  MM    MM    MM  1.1   6  4.9 136     MM    MM    MM  26.3    MM   MM     MM
51205  21.018 -156.425 2014 06 17 01 37  MM    MM    MM  1.8   9  5.8  60     MM    MM    MM  25.8    MM   MM     MM
51206  19.781 -154.968 2014 06 17 01 33  MM    MM    MM  2.1   8  6.6  58     MM    MM    MM  26.4    MM   MM     MM
51207  21.477 -157.752 2014 06 17 01 54  MM    MM    MM  1.9   8  6.0  54     MM    MM    MM  26.0    MM   MM     MM
51208  22.286 -159.575 2014 06 17 01 37  MM    MM    MM  1.8   9  5.7  65     MM    MM    MM  26.6    MM   MM     MM
52200  13.354  144.788 2014 06 17 01 45  MM    MM    MM  0.9   9  7.5  99     MM    MM    MM  30.8    MM   MM     MM
52202  13.683  144.812 2014 06 17 01 25  MM    MM    MM  0.8   9  6.1  61     MM    MM    MM  30.1    MM   MM     MM
52211  15.267  145.662 2014 06 17 01 54  MM    MM    MM  0.7   8  6.2  54     MM    MM    MM  31.0    MM   MM     MM
52839  17.18   137.94  2014 06 17 01 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.7    MM   MM     MM
52841  17.31   138.41  2014 06 17 01 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  31.1    MM   MM     MM
52849  17.26   138.34  2014 06 17 01 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.9    MM   MM     MM
52901  17.22   138.42  2014 06 17 01 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  31.5    MM   MM     MM
61001  43.400    7.800 2014 06 17 00 00 330   1.5    MM  0.6   4   MM  MM 1011.8  -0.2  19.8  21.0  13.2   MM     MM
61002  42.102    4.703 2014 06 17 00 00 250   6.7    MM  1.2   6   MM  MM 1012.8  -1.4  20.4  18.9    MM   MM     MM
62001  45.201   -5.000 2014 06 17 01 00  40   8.2    MM  1.4   5   MM  MM 1021.3  -0.6  17.8  17.8  15.0   MM     MM
62027  49.082   -2.218 2014 06 17 00 00 340   5.7    MM  0.6  MM   MM  MM 1025.7  +0.3    MM    MM    MM   MM     MM
62029  48.701  -12.401 2014 06 17 01 00  90   7.7    MM  1.0  MM    4  MM 1027.5    MM  15.4  15.4  13.6   MM     MM
62081  51.000  -13.301 2014 06 17 01 00  70   3.1    MM  1.1  MM    6  MM 1030.1  +0.5  15.0  15.1  14.7   MM     MM
62095  53.056  -15.924 2014 06 17 01 00 110   5.1    MM  1.2  MM    7  MM 1030.1  -0.1  13.8  13.4  12.8   MM     MM
62103  49.900   -2.900 2014 06 17 01 00  40   8.2    MM  0.5  MM    8  MM 1027.5  +0.3  14.5  13.7  11.1   27     MM
62105  55.400  -12.200 2014 06 17 01 00  60   5.7    MM  1.0  MM    6  MM 1032.9  +1.1  15.5  15.1  12.0   MM     MM
62107  50.103   -6.100 2014 06 17 01 00  50   6.2    MM  0.6  MM    8  MM 1028.7  +0.8  14.6  15.3  13.9   MM     MM
62114  58.300    0.100 2014 06 17 01 00 300   5.7    MM   MM  MM   MM  MM 1029.2  -0.5  11.9    MM  11.9   MM     MM
62121  53.500    2.700 2014 06 17 01 00  MM    MM    MM   MM  MM   MM  MM 1025.9  -0.1  12.9    MM   7.5   MM     MM
62127  54.000    0.700 2014 06 17 01 00  10   8.8    MM  1.9  MM   12  MM 1028.5  -0.4  18.8    MM   8.7    2     MM
62130  53.000    1.700 2014 06 17 01 00 340    MM    MM  1.7  MM   MM  MM 1028.1  -0.2  11.5    MM   7.0    5     MM
62135  54.000   -3.800 2014 06 17 01 00 350    MM    MM   MM  MM   MM  MM 1028.2  -0.1  12.8    MM   8.9   MM     MM
62144  53.400    1.700 2014 06 17 01 00  10   8.2    MM  1.7  MM    5  MM 1027.0  -0.3  12.7    MM   8.0    5     MM
62145  53.103    2.800 2014 06 17 01 00 360   9.3    MM  2.3  MM    5  MM 1026.0  -0.3  12.7    MM   6.8    5     MM
62146  53.800    2.800 2014 06 17 01 00 340   8.2    MM  2.4  MM    6  MM 1027.5  +0.1  11.4    MM   8.5   11     MM
62147  57.603    1.700 2014 06 17 01 00 300    MM    MM   MM  MM   MM  MM 1030.2  -0.3  12.1    MM    MM    1     MM
62148  53.600    1.500 2014 06 17 01 00 350   8.2    MM   MM  MM   MM  MM 1028.1  -0.3  12.8    MM   7.9   MM     MM
62149  53.700    1.100 2014 06 17 01 00 350   8.2    MM  1.8  MM   12  MM 1028.2  -0.3  12.6    MM   8.9   11     MM
62150  53.600    0.700 2014 06 17 01 00 350   5.1    MM  1.7  MM   13  MM 1029.3  -0.3  12.0    MM    MM   11     MM
62163  47.500   -8.500 2014 06 17 01 00  50  10.3    MM  2.1  MM    5  MM 1025.7  -0.3  15.8  15.9    MM   MM     MM
62164  57.201    0.500 2014 06 17 01 00 340   8.2    MM  2.3  MM    6  MM 1029.0  +0.2  15.5  13.8  10.2   11     MM
62165  54.000    1.100 2014 06 17 01 00 350   6.2    MM  1.9  MM   12  MM 1028.3  -0.3  12.4    MM   9.5   11     MM
62166  57.201    0.500 2014 06 17 01 00  10    MM    MM   MM  MM   MM  MM 1026.6  -0.4  13.0    MM   9.6    5     MM
62301  52.300   -4.500 2014 06 17 01 00  40    MM    MM  0.8  MM    4  MM 1029.9  +0.8  14.9    MM  12.9   MM     MM
62303  51.603   -5.100 2014 06 17 01 00  60   3.1    MM  0.7  MM    8  MM 1029.1    MM  14.4    MM  11.9   MM     MM
62304  51.103    1.800 2014 06 17 01 00  30  10.3    MM  1.3  MM    6  MM 1025.7  -0.7  14.2  14.5  11.1    5     MM
62305  50.400    0.000 2014 06 17 01 00  20   7.7    MM  0.6  MM    5  MM 1026.3  -0.6  13.9  13.9   9.8   MM     MM
63105  61.000    1.700 2014 06 17 01 00 320   4.6    MM   MM  MM   MM  MM 1027.6  -0.3  12.1    MM   4.1   11     MM
63110  59.500    1.500 2014 06 17 01 00 340   6.7    MM  1.8  MM    6  MM 1027.9  -0.2  11.0    MM   7.3   27     MM
63112  61.103    0.000 2014 06 17 01 00 290   2.6    MM  0.9  MM    5  MM 1027.6  -0.5  10.5    MM   6.2   11     MM
63113  61.000    1.700 2014 06 17 01 00 320   4.6    MM  1.0  MM    5  MM 1027.6  -0.2  10.4    MM   6.2   MM     MM
63117  61.400    1.200 2014 06 17 01 00 270   2.1    MM   MM  MM   MM  MM 1027.7  -0.6    MM    MM    MM   27     MM
64045  59.100  -11.401 2014 06 17 01 00 240   4.6    MM  1.2  MM    6  MM 1032.3  +0.4  12.1  13.4  12.1   MM     MM
64046  60.701   -4.500 2014 06 17 01 00 260   5.1    MM  0.7  MM    5  MM 1029.5    MM  11.7  11.6  11.2   MM     MM
AAMC1  37.772 -122.300 2014 06 17 01 48 280   2.1   4.6   MM  MM   MM  MM 1012.5    MM  15.3  19.7    MM   MM     MM
ACXS1  32.559  -80.454 2014 06 17 00 45 150   1.0    MM   MM  MM   MM  MM 1021.0    MM  26.1    MM  22.9   MM     MM
ACYN4  39.357  -74.418 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.8    MM  21.1  21.2    MM   MM     MM
ADKA2  51.861 -176.637 2014 06 17 01 48 270   5.1   7.7   MM  MM   MM  MM 1021.2    MM   7.9   6.4    MM   MM     MM
AGCM4  42.621  -82.527 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1015.9    MM  22.6    MM    MM   MM     MM
AGMW3  44.608  -87.433 2014 06 17 01 42 200   3.6   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ALIA2  56.898 -154.247 2014 06 17 01 48 320   5.7   8.8   MM  MM   MM  MM  992.4    MM   8.1   8.9    MM   MM     MM
ALXN6  44.331  -75.934 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1016.6    MM    MM  15.5    MM   MM     MM
AMAA2  58.915 -151.952 2014 06 17 02 00  30  19.6  22.7   MM  MM   MM  MM  991.6  -7.9   7.0    MM   6.7   MM     MM
AMRL1  29.450  -91.338 2014 06 17 01 48 140   2.6   3.6   MM  MM   MM  MM 1018.2    MM  27.5  29.2    MM   MM     MM
ANMN6  42.018  -73.917 2014 06 17 01 30  MM    MM    MM   MM  MM   MM  MM 1017.0    MM  22.6    MM  17.4   MM     MM
ANTA2  61.238 -149.890 2014 06 17 01 48 320   3.1    MM   MM  MM   MM  MM 1000.5    MM  12.4  12.0    MM   MM     MM
ANVC1  38.915 -123.711 2014 06 17 01 48 290   3.6   6.2   MM  MM   MM  MM 1014.2    MM  13.0   9.6    MM   MM     MM
APAM2  38.983  -76.479 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.3    MM  27.2    MM    MM   MM     MM
APCF1  29.724  -84.980 2014 06 17 01 48 290   1.0   1.5   MM  MM   MM  MM 1019.6    MM  26.0  28.2    MM   MM     MM
APNM4  45.060  -83.424 2014 06 17 01 45 120   3.1   3.6   MM  MM   MM  MM     MM    MM  16.6    MM    MM   MM     MM
APRP7  13.444  144.657 2014 06 17 01 48 330   3.6   4.6   MM  MM   MM  MM 1010.3    MM  28.8  31.0    MM   MM     MM
APXF1  29.791  -84.884 2014 06 17 00 45 270   0.5    MM   MM  MM   MM  MM     MM    MM  26.5    MM  22.9   MM     MM
AROP4  18.480  -66.702 2014 06 17 01 48  90   2.6   4.1   MM  MM   MM  MM     MM    MM  26.9    MM    MM   MM     MM
ASTO3  46.207 -123.768 2014 06 17 01 48 350   1.0   2.6   MM  MM   MM  MM 1016.5    MM  14.0  16.6    MM   MM     MM
ATKA2  52.232 -174.173 2014 06 17 01 48 300   8.2   9.8   MM  MM   MM  MM 1019.9    MM   6.6    MM    MM   MM     MM
AUGA2  59.378 -153.348 2014 06 17 02 00  40   9.3  11.3   MM  MM   MM  MM  997.4  -4.2   8.4    MM    MM   MM     MM
AWRT2  28.227  -96.796 2014 06 17 01 48 130   7.7  10.3   MM  MM   MM  MM 1014.6    MM  28.2  29.8    MM   MM     MM
BABT2  27.297  -97.405 2014 06 17 01 48 140   8.2  10.3   MM  MM   MM  MM 1014.1    MM  27.8  30.1    MM   MM     MM
BARA9  17.591  -61.821 2014 06 17 01 48  60   1.5   2.1   MM  MM   MM  MM 1017.8    MM  25.0    MM    MM   MM     MM
BARN6  42.345  -79.595 2014 06 17 02 00 280   2.6   3.6   MM  MM   MM  MM 1017.6  +0.3  21.7    MM    MM   MM     MM
BATN6  40.701  -74.014 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.6    MM  21.5  19.6    MM   MM     MM
BDRN4  40.082  -74.870 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.2    MM  24.8  21.1    MM   MM     MM
BFTN7  34.717  -76.671 2014 06 17 01 48 210   4.1   5.7   MM  MM   MM  MM 1020.5    MM  26.1  27.8    MM   MM     MM
BGXN3  43.059  -70.830 2014 06 17 00 45 110   0.5    MM   MM  MM   MM  MM 1016.0    MM  16.1    MM  11.1   MM     MM
BHBM3  42.355  -71.050 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  21.5  16.1    MM   MM     MM
BHRI3  41.646  -87.147 2014 06 17 01 40 190   4.6   6.2   MM  MM   MM  MM 1014.6    MM  27.6    MM    MM   MM     MM
BIGM4  46.827  -87.727 2014 06 17 01 40  MM   0.0   0.5   MM  MM   MM  MM 1009.1    MM  17.6    MM    MM   MM     MM
BISM2  38.220  -76.039 2014 06 17 01 48 170   6.2   7.2   MM  MM   MM  MM 1018.9    MM  25.8  27.3    MM   MM     MM
BKBF1  30.192  -81.692 2014 06 17 01 48 110   2.1   2.6   MM  MM   MM  MM 1019.9    MM  26.7  29.9    MM   MM     MM
BKTL1  30.190  -93.301 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  29.8    MM   MM     MM
BLIA2  60.839 -146.884 2014 06 17 02 00  10   3.1   3.6   MM  MM   MM  MM 1005.6  -3.3   9.8    MM    MM   MM     MM
BLIF1  30.393  -81.523 2014 06 17 01 48 150   0.5   1.5   MM  MM   MM  MM 1020.1    MM  26.5    MM  23.5  5.9     MM
BLTM2  39.267  -76.579 2014 06 17 01 48 200   1.0   1.5   MM  MM   MM  MM 1018.1    MM  26.9  24.9    MM   MM     MM
BLTM3  41.704  -71.174 2014 06 17 01 48 190   2.6   3.6   MM  MM   MM  MM 1018.8    MM  18.3    MM    MM   MM     MM
BRHC3  41.174  -73.181 2014 06 17 01 48 230   3.1   5.1   MM  MM   MM  MM 1018.0    MM  20.5  18.4    MM   MM     MM
BSBM4  44.055  -86.514 2014 06 17 01 40 140   2.6   4.1   MM  MM   MM  MM 1014.6    MM  22.1    MM    MM   MM     MM
BSCA1  30.329  -87.829 2014 06 17 01 30 220   3.6    MM   MM  MM   MM  MM 1020.0    MM  28.1    MM    MM   MM     MM
BSLM2  38.781  -76.708 2014 06 17 00 30  MM   0.0    MM   MM  MM   MM  MM 1018.0    MM  25.1    MM  21.3   MM     MM
BUFN6  42.878  -78.890 2014 06 17 01 48 170   3.1   4.1   MM  MM   MM  MM 1016.3    MM  19.3    MM  15.6   MM     MM
BURL1  28.906  -89.429 2014 06 17 02 00 140   6.7   6.7   MM  MM   MM  MM 1019.6  +0.5  27.2    MM  24.0   MM     MM
BUZM3  41.397  -71.033 2014 06 17 02 00 190   6.2   6.2   MM  MM   MM  MM 1020.3  +0.9    MM    MM    MM   MM     MM
BYGL1  29.789  -90.420 2014 06 17 01 48 120   1.5   2.1   MM  MM   MM  MM 1018.2    MM  26.3  29.0    MM   MM     MM
BZBM3  41.524  -70.671 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1019.4    MM  17.4  18.6    MM   MM     MM
C58W3  44.146  -87.563 2014 06 17 00 00  MM    MM    MM  0.6  MM   MM  MM     MM    MM  13.3    MM    MM  5.9     MM
CAMM2  38.574  -76.069 2014 06 17 01 48 190   0.5   3.1   MM  MM   MM  MM 1018.4    MM  25.6  25.3    MM   MM     MM
CAPL1  29.768  -93.343 2014 06 17 01 48 180   6.2   7.7   MM  MM   MM  MM 1018.3    MM  28.0  29.2    MM   MM     MM
CARL1  29.933  -90.135 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.5    MM   MM     MM
CASM1  43.656  -70.246 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1017.5    MM  18.5  13.3    MM   MM     MM
CBBV2  36.967  -76.114 2014 06 17 01 48  80   3.1   4.1   MM  MM   MM  MM 1019.3    MM  25.1  24.7    MM   MM     MM
CDEA2  56.001 -134.136 2014 06 17 01 00 300   6.2   7.7   MM  MM   MM  MM 1016.3  -0.3  11.7    MM   8.9   MM     MM
CDRF1  29.136  -83.029 2014 06 17 02 00  70   2.1   2.1   MM  MM   MM  MM 1020.1  +0.3  24.3    MM  20.1   MM     MM
CECC1  41.746 -124.184 2014 06 17 01 48 330  10.3  14.9   MM  MM   MM  MM 1015.9    MM  13.4  11.1    MM   MM     MM
CFWM1  44.657  -67.205 2014 06 17 01 48  MM   0.0   1.0   MM  MM   MM  MM 1017.1    MM  11.9    MM    MM   MM     MM
CHAO3  43.345 -124.323 2014 06 17 01 36 290   4.1   5.1   MM  MM   MM  MM 1018.4    MM    MM  11.0    MM   MM     MM
CHAV3  18.335  -64.920 2014 06 17 01 48  70   2.1   2.6   MM  MM   MM  MM 1018.2    MM  27.4  28.7    MM   MM     MM
CHCM2  39.527  -75.810 2014 06 17 01 48 150   0.5   1.0   MM  MM   MM  MM 1018.0    MM  23.5  24.3    MM   MM     MM
CHDS1  33.661  -82.199 2014 06 17 01 40 130   1.0   1.0   MM  MM   MM  MM     MM    MM  26.2    MM    MM   MM     MM
CHII2  41.916  -87.572 2014 06 17 01 45 160   4.6   5.1   MM  MM   MM  MM     MM    MM  19.7    MM    MM   MM     MM
CHLV2  36.905  -75.713 2014 06 17 02 00 170   8.2   8.8   MM  MM   MM  MM 1020.2  +0.6  25.2    MM  25.2   MM     MM
CHNO3  43.345 -124.329 2014 06 17 01 30  50   0.5    MM   MM  MM   MM  MM 1019.0    MM  13.7    MM  10.0   MM     MM
CHSV3  17.748  -64.699 2014 06 17 01 48 130   1.5   3.1   MM  MM   MM  MM 1017.5    MM  26.7  28.6    MM   MM     MM
CHTS1  32.781  -79.924 2014 06 17 01 48 160   3.1   4.1   MM  MM   MM  MM 1021.6    MM  26.4  28.5    MM   MM     MM
CHYV2  36.926  -76.007 2014 06 17 01 48 130   3.1   4.6   MM  MM   MM  MM     MM    MM  24.6    MM    MM   MM     MM
CHYW1  48.863 -122.759 2014 06 17 01 48 170   2.1   3.1   MM  MM   MM  MM 1012.6    MM  13.5    MM    MM   MM     MM
CLKN7  34.622  -76.525 2014 06 17 02 00 210   5.1   6.7   MM  MM   MM  MM 1020.9  +0.7  25.8    MM    MM   MM     MM
CLSM4  42.471  -82.877 2014 06 17 02 00 270   1.0   2.1   MM  MM   MM  MM 1016.3  +0.7  27.9    MM    MM   MM     MM
CMAN4  38.968  -74.960 2014 06 17 01 48 170   3.6   5.7   MM  MM   MM  MM 1019.1    MM  21.7  24.2    MM   MM     MM
CMTI2  41.730  -87.538 2014 06 17 01 48 170   4.6   6.2   MM  MM   MM  MM 1014.7    MM  28.3    MM  21.5   MM     MM
CNDO1  41.542  -81.637 2014 06 17 01 48  MM   0.0   2.1   MM  MM   MM  MM 1016.8    MM  25.6    MM  19.2   MM     MM
CNII2  41.856  -87.609 2014 06 17 02 00 160   0.5   3.1   MM  MM   MM  MM     MM    MM  20.5    MM    MM   MM     MM
COVM2  38.402  -76.385 2014 06 17 01 48 200   4.6   5.1   MM  MM   MM  MM 1018.5    MM  26.2    MM    MM   MM     MM
CPNT2  28.114  -97.024 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1015.1    MM  28.2  30.1    MM   MM     MM
CPTR1  41.717  -71.345 2014 06 17 01 48 150   4.6   5.1   MM  MM   MM  MM 1019.4    MM  18.2  19.2    MM   MM     MM
CRTA1  30.308  -88.140 2014 06 17 01 00 210   4.6    MM   MM  MM   MM  MM 1019.3  -0.0  27.4    MM    MM   MM     MM
CRVA2  60.558 -145.752 2014 06 17 01 48  10   6.2  10.3   MM  MM   MM  MM 1005.4    MM  10.9  10.4    MM   MM     MM
CRYV2  36.888  -76.339 2014 06 17 01 48 200   1.5   2.1   MM  MM   MM  MM 1019.4    MM    MM    MM    MM   MM     MM
CSPA2  58.199 -136.640 2014 06 17 01 00 300   2.1   4.1   MM  MM   MM  MM 1014.2  -1.0  13.3    MM   8.9   MM     MM
CWBF1  27.978  -82.832 2014 06 16 23 42 360   4.1   4.6   MM  MM   MM  MM 1018.5    MM  27.5  30.5    MM   MM     MM
CYGM4  45.650  -84.470 2014 06 17 01 08  MM   0.0   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
DBLN6  42.494  -79.354 2014 06 17 02 00 230   4.1   5.1   MM  MM   MM  MM 1016.8  +0.8  21.3    MM    MM   MM     MM
DELD1  39.582  -75.589 2014 06 17 01 48 150   2.1   3.6   MM  MM   MM  MM 1018.4    MM  22.6  24.8    MM   MM     MM
DESW1  47.674 -124.487 2014 06 17 02 00 310   5.1   5.7   MM  MM   MM  MM 1015.1  +0.6  12.9    MM    MM   MM     MM
DISW3  47.079  -90.728 2014 06 17 02 00 110   4.6   5.1   MM  MM   MM  MM 1008.1  -1.1  19.9    MM  13.5   MM     MM
DKCM6  30.356  -88.567 2014 06 17 01 48 180   3.6   4.6   MM  MM   MM  MM 1019.1    MM  27.8    MM    MM   MM     MM
DMSF1  30.387  -81.559 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.7    MM   MM     MM
DOMV2  36.962  -76.424 2014 06 17 01 48 110   2.1   2.6   MM  MM   MM  MM 1019.4    MM  27.1    MM    MM   MM     MM
DPIA1  30.250  -88.075 2014 06 17 02 00 190   3.1   4.1   MM  MM   MM  MM 1019.5  +0.6  27.6    MM  23.2   MM     MM
DPXC1  38.056 -122.264 2014 06 17 01 48 210   6.7   8.8   MM  MM   MM  MM 1010.5    MM  17.7    MM    MM   MM     MM
DRFA2  60.553 -152.137 2014 06 17 02 00 360   7.7   9.3   MM  MM   MM  MM  999.9  -3.5  10.5    MM   8.7   MM     MM
DRSD1  39.089  -75.437 2014 06 17 00 30 150   1.0    MM   MM  MM   MM  MM 1018.0    MM  24.0    MM  18.8   MM     MM
DTLM4  45.993  -83.898 2014 06 17 01 48 190   2.6   3.1   MM  MM   MM  MM 1013.5    MM  13.5    MM  11.6   MM     MM
DUKN7  36.184  -75.746 2014 06 17 01 48 190   5.7   8.2   MM  MM   MM  MM 1019.0    MM  26.5  23.2    MM   MM     MM
DULM5  46.776  -92.092 2014 06 17 01 48  60   1.0   1.5   MM  MM   MM  MM 1006.2    MM  13.0    MM  11.3   MM     MM
EBSW1  47.602 -122.338 2014 06 17 01 48 290   2.1   2.6   MM  MM   MM  MM 1013.3    MM  14.5  11.2    MM   MM     MM
ELFA2  58.193 -136.347 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1014.1    MM  14.8   9.2    MM   MM     MM
